timestr,cell,temperature,dewpoint,CAPE,winddir,windspeed,spread
2021-06-04 15:30:08,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 15:34:24,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 15:38:40,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 15:45:04,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 15:49:20,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 15:55:44,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 16:00:00,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 16:04:16,5,19.860000610351562,13.930000305175781,290.0,315.0,3.5638179779052734,5.930000305175781
2021-06-04 11:05:36,10,22.940000534057617,14.569999694824219,71.0,249.44395446777344,3.0758414268493652,8.370000839233398
2021-06-04 11:09:52,10,22.940000534057617,14.569999694824219,71.0,249.44395446777344,3.0758414268493652,8.370000839233398
2021-06-04 11:14:08,10,22.940000534057617,14.569999694824219,71.0,249.44395446777344,3.0758414268493652,8.370000839233398
2021-06-04 11:20:32,10,22.940000534057617,14.569999694824219,71.0,249.44395446777344,3.0758414268493652,8.370000839233398
2021-06-04 11:24:48,10,22.940000534057617,14.569999694824219,71.0,249.44395446777344,3.0758414268493652,8.370000839233398
2021-06-04 11:29:04,10,22.940000534057617,14.569999694824219,71.0,249.44395446777344,3.0758414268493652,8.370000839233398
2021-06-04 11:35:28,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 11:39:44,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 11:44:00,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 11:50:24,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 11:54:40,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 11:58:56,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 12:05:20,10,23.6299991607666,14.479999542236328,51.0,180.0,0.35999998450279236,9.149999618530273
2021-06-04 12:09:36,10,23.510000228881836,14.880000114440918,70.0,194.03623962402344,1.4843180179595947,8.630000114440918
2021-06-04 12:13:52,10,23.510000228881836,14.880000114440918,70.0,194.03623962402344,1.4843180179595947,8.630000114440918
2021-06-04 12:20:16,10,23.510000228881836,14.880000114440918,70.0,194.03623962402344,1.4843180179595947,8.630000114440918
2021-06-04 12:24:32,10,23.510000228881836,14.880000114440918,70.0,194.03623962402344,1.4843180179595947,8.630000114440918
2021-06-04 12:28:48,10,23.510000228881836,14.880000114440918,70.0,194.03623962402344,1.4843180179595947,8.630000114440918
2021-06-04 12:35:12,10,23.34000015258789,15.170000076293945,153.0,153.43495178222656,1.6099690198898315,8.170000076293945
2021-06-04 12:39:28,10,23.34000015258789,15.170000076293945,153.0,153.43495178222656,1.6099690198898315,8.170000076293945
2021-06-04 12:43:44,10,23.34000015258789,15.170000076293945,153.0,153.43495178222656,1.6099690198898315,8.170000076293945
2021-06-04 12:50:08,10,23.34000015258789,15.170000076293945,153.0,153.43495178222656,1.6099690198898315,8.170000076293945
